YR,M,D,HR,MIN,DM,RRP
2000,1,13,12,0,2308.16167,77.1
2000,1,13,12,30,2339.18,78.98
2000,1,13,13,0,2390.52,80.16
2000,1,13,13,30,2424.02,107.15
2000,1,13,14,0,2432,125.47
2000,1,13,14,30,2424.24333,131.21
2000,1,13,15,0,2442.635,158.21
2000,1,13,15,30,2460.04167,158.74
2000,1,13,16,0,2460.815,190.6
2000,1,13,16,30,2462.21333,158.97
2000,1,13,17,0,2420.68667,90.69
2000,1,13,17,30,2375.395,77.85
2000,1,13,18,0,2310.84333,62.7
2000,1,13,18,30,2239.12,59.49
2000,1,13,19,0,2199.56667,71.6
2000,1,13,19,30,2129.015,67.81
2000,1,13,20,0,2109.89833,80.59
2000,1,13,20,30,2119.265,81.72
2000,1,13,21,0,2083.55167,78.26
2000,1,13,21,30,2023.85,70.62
2000,1,13,22,0,1953.02667,42.3
2000,1,13,22,30,1876.09667,56.44
2000,1,13,23,0,1826.59667,42.08
2000,1,13,23,30,1804.11667,59.26
2000,1,14,0,0,1831.86,40.78
2000,1,14,0,30,1780.24,41.42
2000,1,14,1,0,1740.87667,40.9
2000,1,14,1,30,1636.065,40.94
2000,1,14,2,0,1529.62,28.26
2000,1,14,2,30,1474.165,27.03
2000,1,14,3,0,1435.04667,24.94
2000,1,14,3,30,1399.20667,24.9
2000,1,14,4,0,1386.55833,24.88
2000,1,14,4,30,1378.39833,23.69
2000,1,14,5,0,1399.87667,25.61
2000,1,14,5,30,1424.22,33.28
2000,1,14,6,0,1465.36333,48.82
2000,1,14,6,30,1509.72167,49.38
2000,1,14,7,0,1634.42833,56.92
2000,1,14,7,30,1737.49167,44.31
2000,1,14,8,0,1825.56667,55.47
2000,1,14,8,30,1923.92667,70.19
2000,1,14,9,0,2023.075,74.93
2000,1,14,9,30,2091.87167,68.18
2000,1,14,10,0,2144.66667,69.32
2000,1,14,10,30,2179.25667,70.86
2000,1,14,11,0,2227.83,73.43
2000,1,14,11,30,2267.46,76.48
2000,1,14,12,0,2279.39833,81.16
2000,1,14,12,30,2308.575,111.65
2000,1,14,13,0,2366.57833,120.68
2000,1,14,13,30,2396.985,142.56
2000,1,14,14,0,2411.245,158.49
2000,1,14,14,30,2424.055,158.63
2000,1,14,15,0,2416.78833,1151.47
2000,1,14,15,30,2394.75,1501.28
2000,1,14,16,0,2378.23167,364.54
2000,1,14,16,30,2359.11167,147.17
2000,1,14,17,0,2304.84833,104.16
2000,1,14,17,30,2211.62833,79.39
2000,1,14,18,0,2130.04333,58.08
2000,1,14,18,30,2035.24667,38.62
2000,1,14,19,0,1931.23833,37.48
2000,1,14,19,30,1845.80667,34.62
2000,1,14,20,0,1786.025,35.67
2000,1,14,20,30,1753.45167,36.53
2000,1,14,21,0,1723.38333,36.5
2000,1,14,21,30,1687.925,36.5
2000,1,14,22,0,1643.88667,34.61
2000,1,14,22,30,1585.905,33.49
2000,1,14,23,0,1611,34.46
2000,1,14,23,30,1594.325,47.31
2000,1,15,0,0,1638.01833,48.25
2000,1,15,0,30,1611.69,41.42
2000,1,15,1,0,1608.95333,39.25
2000,1,15,1,30,1502.425,33.01
2000,1,15,2,0,1402.31,26.48
2000,1,15,2,30,1343.50667,20.64
2000,1,15,3,0,1291.24167,24.31
2000,1,15,3,30,1275.925,18.68
