YR,M,D,HR,MIN,DM,RRP
2000,1,13,14,0,6569.18833,63.6
2000,1,13,14,30,6624.9,62.68
2000,1,13,15,0,6636.96667,62.68
2000,1,13,15,30,6726.61167,63.05
2000,1,13,16,0,6766.82833,63.05
2000,1,13,16,30,6757.82167,59.38
2000,1,13,17,0,6683.26833,59.38
2000,1,13,17,30,6500.46167,56.63
2000,1,13,18,0,6324.345,53.26
2000,1,13,18,30,6103.935,50.64
2000,1,13,19,0,5943.52333,48.99
2000,1,13,19,30,5809.10833,51.86
2000,1,13,20,0,5709.735,55.93
2000,1,13,20,30,5680.89667,54.38
2000,1,13,21,0,5585.35333,54.38
2000,1,13,21,30,5389.76667,49.69
2000,1,13,22,0,5135.84667,36.05
2000,1,13,22,30,5000.44333,45.69
2000,1,13,23,0,4894.35,38.26
2000,1,13,23,30,5298.67833,51.51
2000,1,14,0,0,5153.57833,35.64
2000,1,14,0,30,4921.14667,30.09
2000,1,14,1,0,4747.85333,25.96
2000,1,14,1,30,4991.33167,36.65
2000,1,14,2,0,4829.83,25.34
2000,1,14,2,30,4607.11833,24.52
2000,1,14,3,0,4423.85333,22.75
2000,1,14,3,30,4348.41333,22.29
2000,1,14,4,0,4291.88,22.2
2000,1,14,4,30,4290.92,20.92
2000,1,14,5,0,4410.99,23.02
2000,1,14,5,30,4623.975,30.72
2000,1,14,6,0,4829.34333,44.47
2000,1,14,6,30,5180.29333,41.64
2000,1,14,7,0,5443.97167,49.69
2000,1,14,7,30,5485.74,40.53
2000,1,14,8,0,5638.995,49.95
2000,1,14,8,30,5798.14,53.96
2000,1,14,9,0,5884.08,55.02
2000,1,14,9,30,5986.32333,57.03
2000,1,14,10,0,6064.39667,57.03
2000,1,14,10,30,6178.85667,62.81
2000,1,14,11,0,6274.97,62.81
2000,1,14,11,30,6361.01,63.49
2000,1,14,12,0,6394.11167,63.49
2000,1,14,12,30,6493.87,63.91
2000,1,14,13,0,6570.46,63.91
2000,1,14,13,30,6629.59667,63.6
2000,1,14,14,0,6689.64,63.6
2000,1,14,14,30,6727.48333,62.68
2000,1,14,15,0,6736.73333,62.68
2000,1,14,15,30,6796.78333,63.05
2000,1,14,16,0,6801.625,63.05
2000,1,14,16,30,6803.75,59.38
2000,1,14,17,0,6747.65167,59.38
2000,1,14,17,30,6523.19167,56.63
2000,1,14,18,0,6339.79333,48.97
2000,1,14,18,30,6118.46833,35.72
2000,1,14,19,0,5973.3,32.66
2000,1,14,19,30,5837.01667,31.9
2000,1,14,20,0,5752.48167,33.3
2000,1,14,20,30,5730.26,33.66
2000,1,14,21,0,5577.41333,28.14
2000,1,14,21,30,5405.17,31.48
2000,1,14,22,0,5179.06333,29.47
2000,1,14,22,30,5055.59667,29.57
2000,1,14,23,0,4961.885,30.41
2000,1,14,23,30,5372.50667,45.05
2000,1,15,0,0,5208.27833,42.46
2000,1,15,0,30,4944.21,28.3
