YR,M,D,HR,MIN,DM,RRP
2000,1,12,16,30,5246.44167,32.28
2000,1,12,17,0,5275.01667,32.86
2000,1,12,17,30,5250.385,32.66
2000,1,12,18,0,5227.36833,32.32
2000,1,12,18,30,5164.82333,30.48
2000,1,12,19,0,5170.54833,30.55
2000,1,12,19,30,5228.02,32.34
2000,1,12,20,0,5145.71167,28.32
2000,1,12,20,30,4991.08667,24.57
2000,1,12,21,0,4871.56667,22.75
2000,1,12,21,30,4671.22667,20.84
2000,1,12,22,0,4616.80833,20.93
2000,1,12,22,30,4721.16833,25.61
2000,1,12,23,0,4729.32833,30.75
2000,1,12,23,30,4767.895,32.69
2000,1,13,0,0,4576.595,25.93
2000,1,13,0,30,4253.605,19.82
2000,1,13,1,0,3993.29833,17.5
2000,1,13,1,30,3846.735,17.49
2000,1,13,2,0,3735.71333,18.63
2000,1,13,2,30,3669.92,16.58
2000,1,13,3,0,3581.895,13.84
2000,1,13,3,30,3590.08667,13.7
2000,1,13,4,0,3569.71667,12.97
2000,1,13,4,30,3609.63333,15.03
2000,1,13,5,0,3663.31333,16.47
2000,1,13,5,30,3744.86833,16.16
2000,1,13,6,0,3881.73333,17.42
2000,1,13,6,30,4220.24333,17.47
2000,1,13,7,0,4505.485,21.58
2000,1,13,7,30,4875.9,23.82
2000,1,13,8,0,5107.94667,29.75
2000,1,13,8,30,5317.62333,34.35
2000,1,13,9,0,5427.79667,35
2000,1,13,9,30,5481.065,35.2
2000,1,13,10,0,5439.90333,34.68
2000,1,13,10,30,5325.15333,33.52
2000,1,13,11,0,5303.18,33.3
2000,1,13,11,30,5319.86333,33.55
2000,1,13,12,0,5271.25333,33.43
2000,1,13,12,30,5294.48167,33.11
2000,1,13,13,0,5216.01833,32.41
2000,1,13,13,30,5184.55833,31.05
2000,1,13,14,0,5201.71333,32.28
2000,1,13,14,30,5256.05833,32.64
2000,1,13,15,0,5263.12,32.72
2000,1,13,15,30,5238.31,32.36
2000,1,13,16,0,5229.07,32.5
2000,1,13,16,30,5229.02167,32.82
2000,1,13,17,0,5261.36,32.89
2000,1,13,17,30,5238.82,32.41
2000,1,13,18,0,5289.70167,32.49
2000,1,13,18,30,5237.94167,32.27
2000,1,13,19,0,5253.86167,32.46
2000,1,13,19,30,5308.93167,32.98
2000,1,13,20,0,5290.265,32.82
2000,1,13,20,30,5149.33833,32.53
2000,1,13,21,0,5021.30167,27.27
2000,1,13,21,30,4797.59,22.28
2000,1,13,22,0,4678.28333,21.39
2000,1,13,22,30,4730.64333,25.78
2000,1,13,23,0,4778.38,32.4
2000,1,13,23,30,4845.085,33.17
2000,1,14,0,0,4625.47667,27.25
2000,1,14,0,30,4334.52833,21.61
2000,1,14,1,0,4049.04167,18.52
2000,1,14,1,30,3852.93167,17.49
2000,1,14,2,0,3773.48667,18.61
2000,1,14,2,30,3679.60167,16.5
2000,1,14,3,0,3649.26333,17.2
2000,1,14,3,30,3605.21833,15
2000,1,14,4,0,3615.12,15.73
2000,1,14,4,30,3653.075,16.47
2000,1,14,5,0,3674.01667,16.47
2000,1,14,5,30,3785.64833,17.39
2000,1,14,6,0,3897.58833,17.06
2000,1,14,6,30,4263.97833,19.22
2000,1,14,7,0,4504.755,23.29
2000,1,14,7,30,4839.98,23.17
2000,1,14,8,0,5102.085,27.16
2000,1,14,8,30,5306.34667,33.47
2000,1,14,9,0,5425.67333,34.58
2000,1,14,9,30,5511.93167,36.42
2000,1,14,10,0,5508.435,36.77
2000,1,14,10,30,5487.43667,36.42
2000,1,14,11,0,5480.40833,35.48
2000,1,14,11,30,5488.055,36.17
2000,1,14,12,0,5458.15833,35
2000,1,14,12,30,5454.14333,35
2000,1,14,13,0,5386.195,34.35
2000,1,14,13,30,5347.28,33.68
2000,1,14,14,0,5330.755,33.65
2000,1,14,14,30,5232.70333,32.73
2000,1,14,15,0,5206.30333,32.28
2000,1,14,15,30,5215.595,32.69
2000,1,14,16,0,5224.26167,32.89
2000,1,14,16,30,5172.89833,32.28
2000,1,14,17,0,5198.945,32.28
2000,1,14,17,30,5243.86833,33.37
2000,1,14,18,0,5201.21167,32.47
2000,1,14,18,30,5049.37333,25.82
2000,1,14,19,0,5070.02833,25.92
2000,1,14,19,30,5095.175,30.99
2000,1,14,20,0,5071.09,31.28
2000,1,14,20,30,4961.20333,27.38
2000,1,14,21,0,4847.405,25.93
2000,1,14,21,30,4707.40333,23.49
2000,1,14,22,0,4629.15333,23.93
2000,1,14,22,30,4717.01,29.81
2000,1,14,23,0,4755.62167,32.95
2000,1,14,23,30,4825.70167,35.2
2000,1,15,0,0,4612.68,32.01
2000,1,15,0,30,4266.61,24.32
2000,1,15,1,0,3989.14833,19.24
2000,1,15,1,30,3794.62,17.5
2000,1,15,2,0,3691.56667,17.5
