YR,M,D,HR,LAT,LONG,ELEV,WIND.DIR,WIND.SPD,TEMP,DEW.POINT,city
2010,5,25,23,5.6,-0.167,69,270,4.1,29,25,Accra
2010,5,26,0,5.6,-0.167,69,230,10,28.5,25.4,Accra
2010,5,26,2,5.6,-0.167,69,260,5.1,28,26,Accra
2010,5,26,3,5.6,-0.167,69,280,5.1,27.5,25.8,Accra
2010,5,26,5,5.6,-0.167,69,280,2.6,27,25,Accra
2010,5,26,6,5.6,-0.167,69,300,5.1,27,25.3,Accra
2010,5,26,7,5.6,-0.167,69,280,4.1,27,25,Accra
2010,5,26,8,5.6,-0.167,69,250,5.1,28,25,Accra
2010,5,26,9,5.6,-0.167,69,216.6666667,8.233333333,30,24,Accra
2010,5,26,10,5.6,-0.167,69,345,7.2,23,22,Accra
2010,5,26,11,5.6,-0.167,69,360,1.5,25,22,Accra
2010,5,26,12,5.6,-0.167,69,270,2.85,24.5,22.7,Accra
2010,5,26,13,5.6,-0.167,69,200,3.1,24,23,Accra
2010,5,26,14,5.6,-0.167,69,270,3.6,24,23,Accra
2010,5,26,15,5.6,-0.167,69,280,4,24.6,22.6,Accra
2010,5,26,16,5.6,-0.167,69,270,2.1,26,23,Accra
2010,5,26,17,5.6,-0.167,69,280,2.6,26,23,Accra
2010,5,26,18,5.6,-0.167,69,999,0,25.5,23.1,Accra
2010,5,26,19,5.6,-0.167,69,999,0,25,23,Accra
2010,5,26,20,5.6,-0.167,69,290,2.6,25,23,Accra
2010,5,26,21,5.6,-0.167,69,999,0,25,23.3,Accra
2010,5,26,22,5.6,-0.167,69,999,0,25,23,Accra
2010,5,26,23,5.6,-0.167,69,999,0,25,23,Accra
2010,5,27,0,5.6,-0.167,69,999,0,25,23.3,Accra
2010,5,27,1,5.6,-0.167,69,999,0,25,23,Accra
2010,5,27,2,5.6,-0.167,69,270,2.1,25,23,Accra
2010,5,27,3,5.6,-0.167,69,999,0,24.5,22.8,Accra
2010,5,27,4,5.6,-0.167,69,330,1.5,25,23,Accra
2010,5,27,5,5.6,-0.167,69,300,2.6,25,23,Accra
2010,5,27,6,5.6,-0.167,69,639.5,0.5,24.5,22.8,Accra
2010,5,27,7,5.6,-0.167,69,280,1,26,23,Accra
2010,5,27,8,5.6,-0.167,69,280,1,26,23,Accra
2010,5,27,9,5.6,-0.167,69,270,6,28,24.2,Accra
2010,5,27,10,5.6,-0.167,69,210,5.1,31,25,Accra
2010,5,27,11,5.6,-0.167,69,190,4.6,32,25,Accra
2010,5,27,12,5.6,-0.167,69,180,6.2,32,25.2,Accra
2010,5,27,13,5.6,-0.167,69,210,5.1,32,26,Accra
2010,5,27,14,5.6,-0.167,69,220,5.7,32,26,Accra
2010,5,27,15,5.6,-0.167,69,190,10,31.2,25.6,Accra
2010,5,27,16,5.6,-0.167,69,200,5.7,31,25,Accra
2010,5,27,17,5.6,-0.167,69,180,4.1,30,25,Accra
2010,5,27,18,5.6,-0.167,69,999,0,29.5,25.7,Accra
2010,5,27,19,5.6,-0.167,69,999,0,29,26,Accra
2010,5,27,20,5.6,-0.167,69,999,0,27,26,Accra
2010,5,27,21,5.6,-0.167,69,110,18,26.5,25.8,Accra
2010,5,27,22,5.6,-0.167,69,230,5.1,25,25,Accra
2010,5,27,23,5.6,-0.167,69,250,4.1,26,25,Accra
2010,5,28,0,5.6,-0.167,69,280,1.5,25.3,24.5,Accra
2010,5,28,1,5.6,-0.167,69,999,0,25,25,Accra
2010,5,28,2,5.6,-0.167,69,999,0,25,24,Accra
2010,5,28,3,5.6,-0.167,69,260,1,25.5,24.5,Accra
2010,5,28,4,5.6,-0.167,69,310,4.1,25,24,Accra
2010,5,28,5,5.6,-0.167,69,290,2.1,25,24,Accra
2010,5,28,6,5.6,-0.167,69,999,0,25,24,Accra
2010,5,28,7,5.6,-0.167,69,300,1,26,24,Accra
2010,5,28,8,5.6,-0.167,69,999,0,28,25,Accra
2010,5,28,9,5.6,-0.167,69,140,2,28.3,24.8,Accra
2010,5,28,10,5.6,-0.167,69,999,0,30,25,Accra
2010,5,28,11,5.6,-0.167,69,130,2.6,30,25,Accra
2010,5,28,12,5.6,-0.167,69,170,4.1,30.5,24.2,Accra
2010,5,28,13,5.6,-0.167,69,120,5.1,31,24,Accra
2010,5,28,14,5.6,-0.167,69,140,5.1,31,24,Accra
2010,5,28,15,5.6,-0.167,69,130,10,30.6,24.6,Accra
2010,5,28,16,5.6,-0.167,69,120,4.1,30,24,Accra
2010,5,28,17,5.6,-0.167,69,130,5.1,29,25,Accra
2010,5,28,18,5.6,-0.167,69,130,4.1,28.6,25.1,Accra
2010,5,28,19,5.6,-0.167,69,180,1.5,28,25,Accra
2010,5,28,20,5.6,-0.167,69,180,1,28,25,Accra
2010,5,28,21,5.6,-0.167,69,999,0,28,24.9,Accra
2010,5,28,22,5.6,-0.167,69,230,1,28,25,Accra
2010,5,29,0,5.6,-0.167,69,999,0,27.8,25.5,Accra
2010,5,29,2,5.6,-0.167,69,999,0,27,25,Accra
2010,5,29,3,5.6,-0.167,69,999,0,26.5,24.9,Accra
2010,5,29,4,5.6,-0.167,69,999,0,27,25,Accra
2010,5,29,5,5.6,-0.167,69,999,0,27,24,Accra
2010,5,29,6,5.6,-0.167,69,999,0,26.3,25,Accra
2010,5,29,7,5.6,-0.167,69,999,0,27,25,Accra
2010,5,29,8,5.6,-0.167,69,300,4.1,28,25,Accra
2010,5,29,9,5.6,-0.167,69,260,8,28,25.6,Accra
2010,5,29,10,5.6,-0.167,69,260,2.6,29,25,Accra
2010,5,29,11,5.6,-0.167,69,999,0,30,25,Accra
2010,5,29,12,5.6,-0.167,69,180,5.1,30,24.8,Accra
2010,5,29,13,5.6,-0.167,69,123.3333333,4.633333333,31,24,Accra
2010,5,29,14,5.6,-0.167,69,170,5.1,30,25,Accra
2010,5,29,15,5.6,-0.167,69,180,10,29,24.8,Accra
2010,5,29,16,5.6,-0.167,69,210,4.1,29,25,Accra
2010,5,29,17,5.6,-0.167,69,240,5.1,29,25,Accra
2010,5,29,18,5.6,-0.167,69,200,5.1,29,24.5,Accra
2010,5,29,19,5.6,-0.167,69,210,4.1,29,25,Accra
2010,5,29,20,5.6,-0.167,69,230,2.6,28,25,Accra
2010,5,29,21,5.6,-0.167,69,240,5,28,25,Accra
2010,5,29,22,5.6,-0.167,69,999,0,27,25,Accra
2010,5,30,0,5.6,-0.167,69,260,2.6,27,25,Accra
2010,5,30,3,5.6,-0.167,69,260,4,26,24,Accra
2010,5,30,4,5.6,-0.167,69,270,2.6,26,24,Accra
2010,5,30,5,5.6,-0.167,69,260,4.1,26,24,Accra
2010,5,30,6,5.6,-0.167,69,280,2.6,25.4,23.8,Accra
2010,5,30,9,5.6,-0.167,69,260,8,28,24.9,Accra
2010,5,30,10,5.6,-0.167,69,270,6.7,30,25,Accra
2010,5,30,11,5.6,-0.167,69,260,5.1,31,25,Accra
2010,5,30,12,5.6,-0.167,69,240,5.1,31.4,25.6,Accra
2010,5,30,13,5.6,-0.167,69,210,7.2,32,26,Accra
2010,5,30,14,5.6,-0.167,69,230,7.2,31,26,Accra
2010,5,30,15,5.6,-0.167,69,220,15,30.5,25.9,Accra
2010,5,30,16,5.6,-0.167,69,220,7.2,30,26,Accra
2010,5,30,17,5.6,-0.167,69,220,7.7,29,25,Accra
2010,5,30,18,5.6,-0.167,69,190,7.2,28,25.6,Accra
2010,5,30,19,5.6,-0.167,69,175,7.45,28,25,Accra
2010,5,30,20,5.6,-0.167,69,230,5.1,25,23,Accra
2010,5,30,21,5.6,-0.167,69,240,5.1,25,24,Accra
2010,5,30,23,5.6,-0.167,69,999,0,25,23,Accra
2010,5,31,0,5.6,-0.167,69,280,5.1,25,23.3,Accra
2010,5,31,3,5.6,-0.167,69,280,4.1,25,24,Accra
2010,5,31,6,5.6,-0.167,69,260,5.1,24,23,Accra
2010,5,31,7,5.6,-0.167,69,999,0,25,24,Accra
2010,5,31,8,5.6,-0.167,69,270,5.1,26,24,Accra
2010,5,31,9,5.6,-0.167,69,250,10,27.9,24.1,Accra
2010,5,31,10,5.6,-0.167,69,240,5.7,29,24,Accra
2010,5,31,11,5.6,-0.167,69,240,6.2,30,25,Accra
2010,5,31,12,5.6,-0.167,69,200,6.7,30.9,25.2,Accra
2010,5,31,13,5.6,-0.167,69,230,8.7,31,25,Accra
2010,5,31,14,5.6,-0.167,69,230,7.7,32,25,Accra
2010,5,31,15,5.6,-0.167,69,250,18,30.1,24.9,Accra
2010,5,31,16,5.6,-0.167,69,200,7.7,30,25,Accra
2010,5,31,17,5.6,-0.167,69,200,7.7,30,25,Accra
2010,5,31,18,5.6,-0.167,69,210,6.7,28.8,24.9,Accra
2010,5,31,19,5.6,-0.167,69,230,6.2,29,25,Accra
2010,5,31,20,5.6,-0.167,69,240,6.2,29,25,Accra
2010,5,31,21,5.6,-0.167,69,230,10,28.5,25.4,Accra
2010,5,31,22,5.6,-0.167,69,220,4.6,28,26,Accra
2010,5,31,23,5.6,-0.167,69,999,0,28,26,Accra
2010,6,1,0,5.6,-0.167,69,999,999.9,27,26,Accra
2010,6,1,1,5.6,-0.167,69,999,999.9,27,26,Accra
2010,6,1,5,5.6,-0.167,69,250,3.6,26,24,Accra
2010,6,1,6,5.6,-0.167,69,260,2.6,25,24.7,Accra
2010,6,1,7,5.6,-0.167,69,999,999.9,26,24,Accra
2010,6,1,8,5.6,-0.167,69,250,2.1,26,25,Accra
2010,6,1,9,5.6,-0.167,69,999,0,27,25.3,Accra
2010,6,1,10,5.6,-0.167,69,250,5.1,29,25,Accra
2010,6,1,12,5.6,-0.167,69,260,2.6,30.4,24.8,Accra
2010,6,1,13,5.6,-0.167,69,180,6.7,31,26,Accra
2010,6,1,14,5.6,-0.167,69,200,6.2,30,25,Accra
2010,6,1,15,5.6,-0.167,69,220,10,30,24.8,Accra
2010,6,1,16,5.6,-0.167,69,220,5.1,30,25,Accra
2010,6,1,17,5.6,-0.167,69,190,5.7,29,25,Accra
2010,6,1,18,5.6,-0.167,69,210,2.6,29,25,Accra
2010,6,1,19,5.6,-0.167,69,200,5.1,28,25,Accra
2010,6,1,20,5.6,-0.167,69,220,4.1,28,25,Accra
2010,6,1,21,5.6,-0.167,69,220,9,28,25,Accra
2010,6,1,22,5.6,-0.167,69,240,2.6,27,25,Accra
2010,6,1,23,5.6,-0.167,69,240,4.1,27,25,Accra
2010,6,2,0,5.6,-0.167,69,230,4.1,26.5,24.8,Accra
2010,6,2,1,5.6,-0.167,69,230,3.6,27,25,Accra
2010,6,2,2,5.6,-0.167,69,240,3.6,26,24,Accra
2010,6,2,3,5.6,-0.167,69,270,8,26,23.9,Accra
2010,6,2,5,5.6,-0.167,69,260,1.5,25,24,Accra
2010,6,2,6,5.6,-0.167,69,999,0,25.2,23.9,Accra
2010,6,2,7,5.6,-0.167,69,280,1.5,26,24,Accra
2010,6,2,8,5.6,-0.167,69,280,2.6,27,24,Accra
2010,6,2,9,5.6,-0.167,69,230,8,28.5,24.7,Accra
2010,6,2,11,5.6,-0.167,69,200,5.1,30,25,Accra
2010,6,2,12,5.6,-0.167,69,210,5.7,31.5,24.3,Accra
2010,6,2,13,5.6,-0.167,69,200,6.7,32,24,Accra
2010,6,2,14,5.6,-0.167,69,190,6.7,30,24,Accra
2010,6,2,15,5.6,-0.167,69,180,11,29,24.6,Accra
2010,6,2,16,5.6,-0.167,69,180,6.7,29,25,Accra
2010,6,2,17,5.6,-0.167,69,190,7.7,28,25,Accra
2010,6,2,18,5.6,-0.167,69,200,6.2,26.8,23.2,Accra
2010,6,2,19,5.6,-0.167,69,230,2.6,27,23,Accra
2010,6,2,20,5.6,-0.167,69,260,2.6,27,25,Accra
2010,6,2,21,5.6,-0.167,69,240,5,26.5,24.1,Accra
2010,6,2,22,5.6,-0.167,69,210,2.6,26,24,Accra
2010,6,2,23,5.6,-0.167,69,230,3.1,26,24,Accra
2010,6,3,0,5.6,-0.167,69,999,0,26,24.3,Accra
2010,6,3,2,5.6,-0.167,69,999,999.9,26,24,Accra
2010,6,3,3,5.6,-0.167,69,250,1,26,24.3,Accra
2010,6,3,4,5.6,-0.167,69,310,1,26,24,Accra
2010,6,3,5,5.6,-0.167,69,270,1.5,26,25,Accra
2010,6,3,6,5.6,-0.167,69,280,1,25,24,Accra
2010,6,3,7,5.6,-0.167,69,300,3.1,26,24,Accra
2010,6,3,8,5.6,-0.167,69,290,4.6,27,25,Accra
2010,6,3,9,5.6,-0.167,69,240,6.2,29,25,Accra
2010,6,3,10,5.6,-0.167,69,230,5.7,29,25,Accra
2010,6,3,11,5.6,-0.167,69,250,5.1,30,24,Accra
2010,6,3,12,5.6,-0.167,69,240,7.2,31,24,Accra
2010,6,3,13,5.6,-0.167,69,210,7.2,31,24,Accra
2010,6,3,14,5.6,-0.167,69,190,7.7,31,24,Accra
2010,6,3,15,5.6,-0.167,69,230,6.2,31,24,Accra
2010,6,3,16,5.6,-0.167,69,230,6.2,31,24,Accra
2010,6,3,17,5.6,-0.167,69,240,6.2,30,24,Accra
2010,6,3,18,5.6,-0.167,69,230,5.1,29,24,Accra
2010,6,3,19,5.6,-0.167,69,240,5.1,28,25,Accra
2010,6,3,20,5.6,-0.167,69,230,5.1,28,25,Accra
2010,6,3,21,5.6,-0.167,69,230,4.1,28,25,Accra
2010,6,3,22,5.6,-0.167,69,240,6.2,28,25,Accra
2010,6,3,23,5.6,-0.167,69,240,5.1,27,25,Accra
2010,6,4,0,5.6,-0.167,69,240,5.1,27,25,Accra
2010,6,4,1,5.6,-0.167,69,250,5.1,27,25,Accra
2010,6,4,3,5.6,-0.167,69,270,1,26,25,Accra
2010,6,4,4,5.6,-0.167,69,250,5.1,27,25,Accra
2010,6,4,5,5.6,-0.167,69,280,4.1,26,25,Accra
2010,6,4,6,5.6,-0.167,69,260,2.6,26,25,Accra
2010,6,4,7,5.6,-0.167,69,280,2.6,26,24,Accra
2010,6,4,8,5.6,-0.167,69,260,3.6,26,25,Accra
2010,6,4,9,5.6,-0.167,69,270,4.1,25,24,Accra
2010,6,4,10,5.6,-0.167,69,270,4.35,26,25,Accra
2010,6,4,11,5.6,-0.167,69,260,4.1,26,25,Accra
2010,6,4,12,5.6,-0.167,69,240,4.1,27,25,Accra
2010,6,4,13,5.6,-0.167,69,240,5.1,26,24,Accra
2010,6,4,14,5.6,-0.167,69,230,5.1,26,25,Accra
2010,6,4,15,5.6,-0.167,69,230,5.1,26,25,Accra
2010,6,4,16,5.6,-0.167,69,230,5.1,25,24,Accra
2010,6,4,18,5.6,-0.167,69,230,5.1,26,25,Accra
2010,6,4,19,5.6,-0.167,69,230,4.1,26,25,Accra
2010,6,4,20,5.6,-0.167,69,240,5.1,26,25,Accra
2010,6,4,21,5.6,-0.167,69,240,5.1,25,24,Accra
2010,6,4,22,5.6,-0.167,69,240,5.1,26,24,Accra
2010,6,4,23,5.6,-0.167,69,260,5.1,25,24,Accra
2010,6,5,0,5.6,-0.167,69,240,5.1,25,24,Accra
2010,6,5,1,5.6,-0.167,69,999,0,25,24,Accra
2010,6,5,3,5.6,-0.167,69,999,0,25,24,Accra
2010,6,5,5,5.6,-0.167,69,999,0,25,24,Accra
2010,6,5,6,5.6,-0.167,69,999,0,25,24,Accra
2010,6,5,7,5.6,-0.167,69,999,0,25,24,Accra
2010,6,5,8,5.6,-0.167,69,999,0,27,25,Accra
2010,6,5,9,5.6,-0.167,69,270,4.1,28,25,Accra
2010,6,5,10,5.6,-0.167,69,210,5.1,30,24,Accra
2010,6,5,11,5.6,-0.167,69,170,5.1,30,24,Accra
2010,6,5,12,5.6,-0.167,69,200,5.1,31,24,Accra
2010,6,5,13,5.6,-0.167,69,190,5.1,31,24,Accra
2010,6,5,14,5.6,-0.167,69,180,6.7,31,25,Accra
2010,6,5,15,5.6,-0.167,69,200,11,30.5,24.6,Accra
2010,6,5,16,5.6,-0.167,69,200,7.7,30,25,Accra
2010,6,5,17,5.6,-0.167,69,230,5.7,30,25,Accra
2010,6,5,18,5.6,-0.167,69,220,5.1,28.5,24.3,Accra
2010,6,5,19,5.6,-0.167,69,240,4.6,29,24,Accra
2010,6,5,20,5.6,-0.167,69,230,4.1,28,25,Accra
2010,6,5,21,5.6,-0.167,69,250,2.6,28,24,Accra
2010,6,5,22,5.6,-0.167,69,260,2.6,28,25,Accra
2010,6,6,0,5.6,-0.167,69,999,0,26.5,24.8,Accra
2010,6,6,1,5.6,-0.167,69,999,0,26,24,Accra
2010,6,6,2,5.6,-0.167,69,999,0,26,24,Accra
2010,6,6,3,5.6,-0.167,69,999,0,26,25,Accra
2010,6,6,4,5.6,-0.167,69,270,2.6,26,25,Accra
2010,6,6,5,5.6,-0.167,69,999,0,26,25,Accra
2010,6,6,6,5.6,-0.167,69,999,0,25.5,24.5,Accra
2010,6,6,7,5.6,-0.167,69,999,0,26,24,Accra
2010,6,6,8,5.6,-0.167,69,260,3.1,28,24,Accra
2010,6,6,9,5.6,-0.167,69,260,4.1,29,23.8,Accra
2010,6,6,10,5.6,-0.167,69,240,3.1,30,24,Accra
2010,6,6,11,5.6,-0.167,69,230,4.1,31,23,Accra
2010,6,6,12,5.6,-0.167,69,210,5.1,30,24.7,Accra
2010,6,6,13,5.6,-0.167,69,180,7.2,31,25,Accra
2010,6,6,14,5.6,-0.167,69,180,6.7,31,25,Accra
2010,6,6,15,5.6,-0.167,69,190,15,30.8,24.6,Accra
2010,6,6,16,5.6,-0.167,69,200,6.2,30,25,Accra
2010,6,6,17,5.6,-0.167,69,190,7.2,30,25,Accra
2010,6,6,18,5.6,-0.167,69,200,7.7,28.5,24.5,Accra
2010,6,6,19,5.6,-0.167,69,190,5.1,28,25,Accra
2010,6,6,20,5.6,-0.167,69,190,5.1,28,25,Accra
2010,6,6,21,5.6,-0.167,69,190,8,28,25.6,Accra
2010,6,6,22,5.6,-0.167,69,190,2.6,28,26,Accra
2010,6,6,23,5.6,-0.167,69,200,1.5,28,26,Accra
2010,6,7,0,5.6,-0.167,69,180,2.1,28,25.6,Accra
2010,6,7,1,5.6,-0.167,69,10,7.7,25,22,Accra
2010,6,7,3,5.6,-0.167,69,270,7,23.5,22.5,Accra
2010,6,7,4,5.6,-0.167,69,300,2.6,23,22,Accra
2010,6,7,5,5.6,-0.167,69,260,4.1,24,22,Accra
2010,6,7,6,5.6,-0.167,69,290,2.6,23.8,21.7,Accra
2010,6,7,7,5.6,-0.167,69,290,2.6,25,22,Accra
2010,6,7,8,5.6,-0.167,69,260,0.5,25,23,Accra
2010,6,7,9,5.6,-0.167,69,290,3,27.3,24,Accra
2010,6,7,10,5.6,-0.167,69,240,2.6,29,25,Accra
2010,6,7,11,5.6,-0.167,69,200,6.2,31,25,Accra
2010,6,7,12,5.6,-0.167,69,200,7.2,31,25.4,Accra
2010,6,7,13,5.6,-0.167,69,180,6.7,32,25,Accra
2010,6,7,14,5.6,-0.167,69,230,7.2,31,24,Accra
2010,6,7,15,5.6,-0.167,69,200,18,31.5,24.2,Accra
2010,6,7,16,5.6,-0.167,69,230,6.7,30,24,Accra
2010,6,7,17,5.6,-0.167,69,200,7.7,28,24,Accra
2010,6,7,18,5.6,-0.167,69,210,5.1,27.6,23.5,Accra
2010,6,7,19,5.6,-0.167,69,240,4.1,28,24,Accra
2010,6,7,20,5.6,-0.167,69,260,2.6,28,24,Accra
2010,6,7,21,5.6,-0.167,69,210,3.6,28,24.3,Accra
2010,6,7,22,5.6,-0.167,69,999,0,28,24,Accra
2010,6,7,23,5.6,-0.167,69,210,2.6,28,24,Accra
2010,6,8,0,5.6,-0.167,69,230,3.1,28.1,25.6,Accra
2010,6,8,3,5.6,-0.167,69,250,3,27,25,Accra
2010,6,8,4,5.6,-0.167,69,999,999.9,27,25,Accra
2010,6,8,5,5.6,-0.167,69,999,0,27,25,Accra
2010,6,8,6,5.6,-0.167,69,230,3.1,28,24.9,Accra
2010,6,8,7,5.6,-0.167,69,290,2.1,27,25,Accra
2010,6,8,8,5.6,-0.167,69,260,2.6,28,25,Accra
2010,6,8,15,5.6,-0.167,69,190,15,30,23.3,Accra
2010,6,8,16,5.6,-0.167,69,210,5.1,29,24,Accra
2010,6,8,17,5.6,-0.167,69,230,5.1,28,23,Accra
2010,6,8,18,5.6,-0.167,69,230,5.1,27.5,23.4,Accra
2010,6,8,19,5.6,-0.167,69,230,4.6,28,23,Accra
2010,6,8,20,5.6,-0.167,69,240,3.1,27,23,Accra
2010,6,8,21,5.6,-0.167,69,240,2.6,27,23.1,Accra
2010,6,8,22,5.6,-0.167,69,290,1,27,23,Accra
2010,6,8,23,5.6,-0.167,69,260,1,27,23,Accra
2010,6,9,0,5.6,-0.167,69,240,2.6,27,23,Accra
2010,6,9,1,5.6,-0.167,69,210,5.1,25,24,Accra
2010,6,9,2,5.6,-0.167,69,240,5.1,25,24,Accra
2010,6,9,3,5.6,-0.167,69,260,8,24.5,23.5,Accra
2010,6,9,4,5.6,-0.167,69,250,1.5,25,23,Accra
2010,6,9,5,5.6,-0.167,69,999,0,25,23,Accra
2010,6,9,6,5.6,-0.167,69,999,0,24.5,23.4,Accra
2010,6,9,7,5.6,-0.167,69,250,3.1,25,23,Accra
2010,6,9,8,5.6,-0.167,69,240,5.1,26,24,Accra
2010,6,9,9,5.6,-0.167,69,240,8,26.8,23.7,Accra
2010,6,9,10,5.6,-0.167,69,233.3333333,5.833333333,27,24,Accra
2010,6,9,11,5.6,-0.167,69,220,5.1,27,24,Accra
2010,6,9,12,5.6,-0.167,69,240,5.7,27.5,23.7,Accra
2010,6,9,13,5.6,-0.167,69,230,5.1,29,24,Accra
2010,6,9,14,5.6,-0.167,69,220,6.2,29,24,Accra
2010,6,9,15,5.6,-0.167,69,190,14,28.5,23.8,Accra
2010,6,9,16,5.6,-0.167,69,220,7.7,29,23,Accra
2010,6,9,17,5.6,-0.167,69,210,4.1,27,24,Accra
2010,6,9,18,5.6,-0.167,69,176.6666667,6.866666667,25.5,24.5,Accra
2010,6,9,19,5.6,-0.167,69,190,5.1,24,23,Accra
2010,6,9,20,5.6,-0.167,69,115,2.85,24,23,Accra
2010,6,9,22,5.6,-0.167,69,240,2.6,24,23,Accra
2010,6,9,23,5.6,-0.167,69,210,4.1,25,24,Accra
2010,6,10,0,5.6,-0.167,69,999,0,25,24,Accra
2010,6,10,1,5.6,-0.167,69,999,0,25,24,Accra
2010,6,10,3,5.6,-0.167,69,999,0,25,24,Accra
2010,6,10,4,5.6,-0.167,69,999,0,25,24,Accra
2010,6,10,5,5.6,-0.167,69,999,0,25,24,Accra
2010,6,10,6,5.6,-0.167,69,999,0,24.5,23.5,Accra
2010,6,10,7,5.6,-0.167,69,260,2.6,25,23,Accra
2010,6,10,8,5.6,-0.167,69,260,3.6,26,24,Accra
2010,6,10,9,5.6,-0.167,69,290,3,26.3,24.2,Accra
2010,6,10,10,5.6,-0.167,69,290,2.6,27,24,Accra
2010,6,10,11,5.6,-0.167,69,230,5.1,28,24,Accra
2010,6,10,12,5.6,-0.167,69,250,4.6,28,24.3,Accra
2010,6,10,13,5.6,-0.167,69,260,2.6,29,24,Accra
2010,6,10,14,5.6,-0.167,69,250,2.6,30,24,Accra
2010,6,10,15,5.6,-0.167,69,200,10,29.4,23.4,Accra
2010,6,10,16,5.6,-0.167,69,220,5.1,30,23,Accra
2010,6,10,17,5.6,-0.167,69,200,5.1,29,23,Accra
2010,6,10,18,5.6,-0.167,69,220,5.1,28,23,Accra
2010,6,10,19,5.6,-0.167,69,240,4.6,28,24,Accra
2010,6,10,20,5.6,-0.167,69,230,4.1,27,24,Accra
2010,6,10,21,5.6,-0.167,69,250,10,27,24.2,Accra
2010,6,10,22,5.6,-0.167,69,260,3.1,27,24,Accra
2010,6,10,23,5.6,-0.167,69,290,2.1,27,24,Accra
2010,6,11,0,5.6,-0.167,69,270,2.1,26,24.3,Accra
2010,6,11,1,5.6,-0.167,69,270,2.6,26,24,Accra
2010,6,11,2,5.6,-0.167,69,999,999.9,26,24,Accra
2010,6,11,3,5.6,-0.167,69,280,5,25.8,23.7,Accra
2010,6,11,4,5.6,-0.167,69,280,3.1,26,24,Accra
2010,6,11,6,5.6,-0.167,69,260,3.6,25.5,23.8,Accra
2010,6,11,7,5.6,-0.167,69,260,3.6,26,24,Accra
2010,6,11,8,5.6,-0.167,69,270,3.1,27,24,Accra
2010,6,11,9,5.6,-0.167,69,290,10,28.8,23.8,Accra
2010,6,11,10,5.6,-0.167,69,300,3.1,29,24,Accra
2010,6,11,11,5.6,-0.167,69,310,2.6,30,24,Accra
2010,6,11,12,5.6,-0.167,69,260,1.5,30.5,24,Accra
2010,6,11,13,5.6,-0.167,69,210,5.1,30,24,Accra
2010,6,11,14,5.6,-0.167,69,220,5.1,30,24,Accra
2010,6,11,15,5.6,-0.167,69,200,11,30.2,24.7,Accra
2010,6,11,16,5.6,-0.167,69,190,6.7,30,25,Accra
2010,6,11,17,5.6,-0.167,69,210,5.1,30,25,Accra
2010,6,11,18,5.6,-0.167,69,230,5.1,28,24.3,Accra
2010,6,11,19,5.6,-0.167,69,210,5.1,28,25,Accra
2010,6,11,20,5.6,-0.167,69,230,5.1,28,24,Accra
2010,6,11,21,5.6,-0.167,69,230,8,27,24.5,Accra
2010,6,11,22,5.6,-0.167,69,230,5.1,27,25,Accra
2010,6,11,23,5.6,-0.167,69,240,4.6,27,25,Accra
2010,6,12,0,5.6,-0.167,69,230,3.1,27,24.6,Accra
2010,6,12,1,5.6,-0.167,69,260,1.5,27,25,Accra
2010,6,12,2,5.6,-0.167,69,240,4.1,27,24,Accra
2010,6,12,3,5.6,-0.167,69,250,10,26.8,24.5,Accra
2010,6,12,4,5.6,-0.167,69,260,2.6,27,25,Accra
2010,6,12,5,5.6,-0.167,69,260,2.6,27,25,Accra
2010,6,12,6,5.6,-0.167,69,290,2.9,26,24.6,Accra
2010,6,12,7,5.6,-0.167,69,260,1,26,25,Accra
2010,6,12,8,5.6,-0.167,69,240,2.1,27,25,Accra
2010,6,12,9,5.6,-0.167,69,230,8,27.7,25,Accra
2010,6,12,10,5.6,-0.167,69,220,5.1,29,25,Accra
2010,6,12,11,5.6,-0.167,69,210,5.1,30,24,Accra
2010,6,12,14,5.6,-0.167,69,210,7.7,31,23,Accra
2010,6,12,15,5.6,-0.167,69,230,12,30.5,23.4,Accra
2010,6,12,16,5.6,-0.167,69,220,7.7,30,23,Accra
2010,6,12,17,5.6,-0.167,69,200,7.7,29,24,Accra
2010,6,12,18,5.6,-0.167,69,220,7.7,28.2,24.4,Accra
2010,6,12,19,5.6,-0.167,69,230,5.7,28,25,Accra
2010,6,12,20,5.6,-0.167,69,220,6.7,28,25,Accra
2010,6,12,21,5.6,-0.167,69,230,10,28,24.9,Accra
2010,6,12,22,5.6,-0.167,69,220,5.7,28,25,Accra
2010,6,12,23,5.6,-0.167,69,240,4.6,28,25,Accra
2010,6,13,0,5.6,-0.167,69,220,6.2,27.2,24.5,Accra
2010,6,13,1,5.6,-0.167,69,230,7.2,27,25,Accra
2010,6,13,2,5.6,-0.167,69,240,5.1,27,25,Accra
2010,6,13,3,5.6,-0.167,69,230,14,27,24.6,Accra
2010,6,13,4,5.6,-0.167,69,230,7.2,27,25,Accra
2010,6,13,5,5.6,-0.167,69,220,5.1,27,24,Accra
2010,6,13,6,5.6,-0.167,69,220,10,26.8,24.3,Accra
2010,6,13,7,5.6,-0.167,69,230,6.2,27,25,Accra
2010,6,13,8,5.6,-0.167,69,240,7.2,28,24,Accra
2010,6,13,9,5.6,-0.167,69,210,7.7,29,24,Accra
2010,6,13,10,5.6,-0.167,69,210,8.7,29,24,Accra
2010,6,13,12,5.6,-0.167,69,200,9.3,30,24,Accra
2010,6,13,15,5.6,-0.167,69,210,7.7,29,24,Accra
